user_id,full_name,job_title,company_name,email_address,phone_number,address,city,country,birth_date,registration_date,last_login_date,account_status,annual_revenue
290,Michael Hill,HR Manager,Meyer Holdings, MARY16@EXAMPLE.COM ,001-654-410-7272,"40703 Petersen Crossing Apt. 740
Belltown, AR 33456",PARIS,Egypt ,1962-05-16,2024-10-18,2025-02-17,Active,"USD 211,950.99"
291,Zachary Mccann,IT Specialist,Koch Inc.,stephaniereeves@example.org,001-836-391-4307x5366,"PSC 4942, Box 9659
APO AE 90065",CAPE TOWN, Saudi Arabia,1993-03-29,2023-12-25,2025-09-27,active,283314.94
292,Collin Taylor,IT Specialist,Wright Solutions,tspencer@example.com,449-978-2661,"5676 Murray Points Apt. 612
Kristinshire, NY 49405",singapore, France ,1961-11-10,2025-12-10,2025-12-21, Active,232094.37
293,Bryan Moore,Financial Analyst,Daniels Systems,brian62@example.com,+1-907-787-0104x15914,"980 Zachary Points
Taylorberg, ME 82845", Stockholm ,FRANCE,1970-11-10,2025-08-27,2025-09-27,INACTIVE,
294,Jasmine Hernandez,IT Specialist,Hays Systems,shaffercindy@example.org,510-329-1813,"0146 Mcgrath Viaduct Apt. 849
Villarrealville, NE 19669",cape town,egypt,1986-10-19,2025-04-25,2025-12-29, Active ,594051.6
295,Aaron Bray,Business Analyst,Lopez PLC,georgeharmon@example.net,677.844.1975,"6620 Bryant Port
Smithport, AZ 85056",dubai,DENMARK,1987-07-01,11/07/2024,2025-10-05,Active,420799.12
296,Amanda Lucas,Research Scientist,Sandoval PLC, WWILLIAMS@EXAMPLE.ORG ,374.402.5883x586,"957 Joshua Track Suite 617
Estesburgh, OK 93365",SÃO PAULO, Brazil,2001-01-25,2023-04-16,2024-01-16,ACTIVE,201786.06
297,Christine Haynes,Sales Manager,Rowe Consulting,david59@example.net,(999)761-0023x117,"26610 Wilson Vista
South Kathryntown, HI 42595",Oslo,SWEDEN,1960-11-24,2024-03-20,2025-07-24, Suspended ,615210.59
298,Christopher Davis,CEO,Cole PLC,,547.374.3326,"02056 Matthew Springs
Leeborough, OK 62594",MADRID,BRAZIL,1980-03-02,2023-08-29,10/02/2025, Inactive,406406.7
299,Gabriel Hoffman,HR Manager,Kelly PLC,lauriegonzales@example.net,(719)212-8411x7309,"6512 Jones Ports Apt. 898
Reginaldton, ND 91926",Dublin ,united arab emirates,04/29/1999,2024-10-20,22/11/2025, Active ,578968.58
300,Corey Soto,CEO,Aguilar Group,denise05@example.com,235-702-3850x371,"Unit 6991 Box 8724
DPO AP 05972",DUBAI,GERMANY,1960-09-21,2025-01-06,2025-09-26,inactive,509273.35
301,Sara Santiago,Operations Manager,Crawford Holdings,debrareynolds@example.com,900.203.8960,"266 Darrell Crest Suite 535
Hullbury, IN 12558",Singapore ,UNITED KINGDOM,06/20/1984,"Feb 21, 2024",2025-03-07, Active,183451.11
302,Guy Murray,COO,Perez Ltd.,ritteralexis@example.net,701.702.7240,"2967 Diane Club
Shawnaborough, NM 92940", Mumbai, India ,1991-08-26,2023-02-03,2024-07-22, Inactive,221432.54
303,Debra Graham,Research Scientist,Kelly PLC,scottturner@example.com,001-984-638-4588x10569,"348 David Stream
North Tiffany, UT 58209", Mumbai,SPAIN,1987-06-22,2024-11-06,2025-03-04,Active ,552995.71
304,Michele Chavez,CEO,Chavez Holdings,smithmary@example.com,896-941-0496x706,"2680 Johnson Track
Sharonmouth, MP 34911",DUBAI, Australia ,"Apr 30, 1995",2024-06-11,2025-10-25, Inactive,502453.91
305,Jessica Marshall,COO,Garza Ltd.,petersonmaria@example.com,(801)986-4876x99842,"04413 Morgan Locks
New Joshuaview, TN 33336", London ,EGYPT,18-12-1993,2025-09-27,2025-10-21, Active ,322987.49
306,Susan Adkins,Project Manager,,martinezashley@example.com,527-870-7070x578,"9851 White Trafficway
Jordanfort, DC 30309",madrid, Canada,06 Jul 1986,2023-01-14,08-05-2025,inactive,355801.82
307,Jill Torres,Data Analyst,Thomas Systems,halldiamond@example.org,+1-287-595-0830x44058,"718 Joel Islands
Mariachester, CA 84634",SÃO PAULO,BRAZIL,1976-07-10,2025-07-22,2025-10-26,Suspended,801600.33
308,Lisa Edwards,Data Scientist,Campbell Inc.,nguyenkristin@example.com,(557)749-0250x42901,"69026 Stephanie Fork Suite 818
New Thomashaven, NC 58306",NEW YORK, Egypt,26 Feb 1971,2023-01-14,2025-05-06,INACTIVE,216620.02
309,Dennis Salas,Marketing Manager,Lee Inc.,rhonda53@example.com,775.313.7651,"PSC 7937, Box 6392
APO AP 32606",Berlin,Germany ,1993-09-02,2025-10-25,2025-12-20,ACTIVE,480685.35
310,Alyssa Smith,Product Manager,Russell Consulting,catherineflynn@example.com,311-866-8297x32702,"120 Johnson Expressway Apt. 288
Strongstad, DC 53233",Rome , Ireland,10/10/1989,2025-12-14,23-12-2025,Active ,284493.35
311,Jeffrey Carroll,HR Manager,Allen Technologies,david59@example.net,+1-410-315-7676x472,"957 Flores Fall
Shirleyville, IN 39475",toronto, United Kingdom,1979-10-18,2024-05-13,2024-12-31,active,281425.53
312,Scott Bradshaw,Data Scientist,Williams Systems,ymitchell@example.com,001-422-303-6849x95154,"3244 Sandra Shores Suite 213
North Carmen, AZ 71257",sydney,Canada,1981-12-25,2025-09-01,09-09-2025, Active,707253.05
313,Amy Sawyer,Data Analyst,Lee Holdings,bwall@example.com,349.367.8274,"4124 Tanya Unions Apt. 315
New Matthew, NH 83158",madrid, Netherlands,1991-09-01,2023-07-15,2025-01-06,Suspended,584078.95
314,Tara Diaz,Data Analyst,Powers Consulting,mannleroy@example.org,(618)953-8003x29633,"742 Cynthia Corners
North Ryan, NM 73604", Toronto,Italy,"Jul 29, 1985",31-08-2025,2025-10-05,Inactive ,579231.06
315,Rodney Pena,Data Scientist,Mckinney Inc.,barnesjose@example.com,+1-793-957-8243x4776,"46753 Wilson Mountain
Donnastad, UT 52679",Amsterdam, India,1990-02-28,03-01-2024,2024-11-21,ACTIVE,817360.21
316,Robert Williams,Marketing Manager,Ayala Solutions,flarsen@example.net,(830)944-8360x85456,"47350 West Forges Apt. 831
Davidside, AK 95164",Mumbai ,SPAIN,1956-08-28,2023-06-07,2024-04-09,ACTIVE,332602.28
317,April Stephens,Project Manager,Gray Systems,rhonda81@example.net,5836583286,"6383 Barry Brooks Apt. 867
East Justintown, IN 83280",Toronto , Egypt ,1993-06-22,10/11/2024,2025-05-26, Inactive ,528272.26
318,Ryan Gonzalez,Business Analyst,Wright LLC,karen66@example.org,001-841-511-8600x8921,"6804 Stevens Courts Suite 976
Russellbury, MT 74031", Oslo,brazil,1969-04-10,2025-06-14,2025-08-13,INACTIVE,263764.85
319,Amy Burns,Accountant,Mitchell Solutions,patrickkaiser@example.net,(358)617-3906x3757,"82379 Christopher Lodge
Millsshire, WV 30966",dubai, Saudi Arabia,1958-07-06,30/10/2024,2024-11-15, Active,411233.5
320,Joseph Clay,Marketing Specialist,Snyder Solutions,vcollins@example.org,9599960438,"7788 Samantha Manors
South Davidtown, GA 68650",Dublin ,CANADA,1992-04-14,2025-06-03,2025-07-21, Inactive,299209.68
321,Debra Williams,Accountant,Martin PLC,hkane@example.org,(672)787-2866x04164,"224 Leah Station Suite 894
Fordmouth, WA 94889",Paris ,Ireland,2004-06-09,2023-05-31,"Aug 24, 2023", Inactive,350773.91
322,Angel Graham,Software Engineer,Reilly Solutions,alicecalderon@example.org,362-227-1043x31875,"58350 Joshua View
Silvaport, MN 82355", Toronto , United States ,1993-03-17,2024-10-10,2025-04-13, Suspended,497131.53
323,Melissa Smith,Business Analyst,Villa Group,chrishernandez@example.net,842.749.1289,"973 Aaron Fort Apt. 192
East Thomas, AL 42881", Sydney,singapore,1959-06-09,2023-07-29,2023-12-12, Active,184839.94
324,Tracy Wolf,Business Analyst,Booker Solutions,williamgonzales@example.net,754.381.3866x6754,"42687 Neal Glen
New Rachelstad, HI 03816", Copenhagen ,south africa,25/01/1998,2023-07-31,2023-08-27,ACTIVE,1417876.79
325,Kyle Phillips,HR Manager,Wyatt Holdings,jessica39@example.net,565.220.3758,"54809 Johnson Harbor Suite 604
Colleenshire, GU 04489",SINGAPORE, Ireland ,03 Dec 1997,2025-02-27,2025-03-06,Inactive,162070.68
326,Jennifer Richards,CTO,Pennington Systems,ehenry@example.net,+1-281-905-0922x2161,"1843 Marvin Spring
Rachaelburgh, MH 77420", Sydney , Ireland ,01/04/1991,2024-05-12,2025-12-19,ACTIVE,140093.87
327,Kathleen Short,Business Analyst,Diaz Group,shepardrichard@example.net,+1-801-438-2412x70493,"4851 Owens Villages
New Sarahland, DE 12371",sydney,SINGAPORE,1964-07-26,2025-10-06,2025-10-25, Active,"737,246.52"
328,Zachary Pierce,Financial Analyst,Miller LLC,brittany02@example.org,257.813.4324,"2956 Mary Groves
East Tiffany, KS 91931",Riyadh,BRAZIL,1977-03-01,2025-01-09,2025-05-18, Active ,570440.35
329,Joe Jefferson,Research Scientist,Davis Ltd.,beth58@example.com,+1-720-696-2893x6543,"3740 Zachary Roads
South Donald, OR 42836", Oslo ,BRAZIL,1973-11-13,2024-09-15,2024-09-19,active,507313.21
330,Vanessa Mills,Sales Representative,Gray Technologies,morrisdaniel@example.com,6264755125,"79799 Simon Mountains
West Jennifer, PA 44787",paris,Sweden,09/04/1979,2024-11-16,2025-06-25,ACTIVE,"$508,816.06"
331,Stephanie Bright,Marketing Manager,Morales PLC,arellanonatalie@example.net,466-649-6902,"225 Tara Inlet
Port Michael, MO 22172", Dublin,NORWAY,1978-03-12,08/09/2025,19/10/2025, Active ,324950.21
332,Gregory Pollard,Research Scientist,Hopkins Technologies,nicoleturner@example.org,(233)961-3285,"8637 Guerra Squares
Port Sabrina, MS 17344",Rome, Ireland,1971-03-23,2024-05-11,2025-04-10,Active,174891.65
333,Heather Arnold,COO,Mcconnell PLC,smejia@example.net,001-569-768-1579x0392,"961 Devin Field
East Kevinland, MA 50841",New York, United Arab Emirates,1987-09-04,2024-01-04,03-12-2025,SUSPENDED,345608.94
334,Ryan Sampson,IT Specialist,Simmons Group,larry70@example.com,(422)868-1715x16025,"6604 Green Roads
New Lindsaymouth, NY 49367",riyadh,FRANCE,1993-11-23,2023-05-22,2025-09-07, Active,204022.75
335,Alyssa Hardy,Research Scientist,Joseph Ltd.,daniel26@example.net,001-961-620-5943x89760,"5095 Simmons Spring Suite 084
West Michael, AK 59060", Toronto,United Arab Emirates ,1971-07-14,"May 16, 2025",2025-12-05, Suspended,648608.0
336,Jennifer Romero,COO,Fields Solutions,howardbenjamin@example.net,(532)918-1227x6457,"0291 Hunt Stream Apt. 546
Johnsonview, VA 86077", London,Denmark ,1992-01-07,2025-12-30,2025-12-31,inactive,295687.91
337,Andrew Tran,Financial Analyst,Miller Consulting,ysanford@example.org,001-944-598-8305,"2480 Browning Springs Suite 406
North Kimberly, TN 17509", Copenhagen, Australia ,1969-02-01,2023-06-24,2023-10-14,Active ,183900.84
338,Matthew Arnold,IT Specialist,Ford Solutions,colton30@example.net,231-794-9796x95867,"2773 Emily Glens Suite 091
Hoffmanstad, CO 27705", Berlin,united states,1992-04-11,2024-11-10,2025-12-23,active,261719.84
339,Guy Garrett,Product Manager,Moreno Systems,kelly57@example.net,602.999.2959x660,"Unit 6826 Box 9116
DPO AE 28197",dublin,united arab emirates,2004-03-29,2024-03-28,28-06-2025,Inactive ,437596.28
340,Amy Welch,Data Scientist,Duncan Systems,michellewang@example.net,(886)553-6945x5158,"4722 Roberts Place Suite 721
Carpenterchester, MT 54279",Riyadh,Germany ,1964-11-17,2023-11-05,2024-10-24,active,-5000
341,Amy Burns,Project Manager,Johnson LLC,dillonharvey@example.org,+1-296-805-9329x715,"75327 Marcus Hill
North Jamiemouth, NH 32619",Copenhagen ,Sweden ,1989-02-15,26 Aug 2023,2025-12-25, Active ,"USD 184,323.15"
342,Jason Brewer,CEO,Wallace Systems,laurakaufman@example.net,+1-819-352-3710x0687,"819 Samuel Views Apt. 460
Reginaldhaven, SC 85649", Berlin , United Arab Emirates,1977-03-09,2025-09-16,,Inactive,388706.97
343,Jacob Wilson,Software Engineer,Cobb LLC,thomasjose@example.net,001-912-956-5237x34151,"4757 Carroll Ranch Apt. 228
Anthonystad, OK 48043",NEW YORK,NORWAY,08 Aug 1990,2024-09-06,2024-09-29,Active ,389055.23
344,Tammy Obrien,Marketing Manager,Parker Ltd.,ashleytorres@example.net,642.422.9464x303,"8867 Teresa Row Apt. 985
Nicholasfort, SD 22668", Cape Town,Australia,1998-04-18,2024-05-14,2025-10-25,Active ,"229,840.25 USD"
345,Eric Perry,Marketing Manager,Olson Technologies,aprince@example.net,353-543-3249,"083 Michael Bypass Suite 158
West Angelaside, PR 97659",Sydney ,Singapore,1981-12-22,2024-04-19,2025-06-08,ACTIVE,235690.12
346,Mark Armstrong,IT Specialist,Miller PLC,griffinalexandra@example.org,523-337-2094x841,"PSC 2840, Box 3339
APO AP 63059",Dublin ,united states,1978-05-17,2025-07-09,2025-12-08,inactive,385553.39
347,Danielle Terry,COO,Herrera LLC,florescynthia@example.org,217.817.3189x3974,"739 Gay Glen
Guzmanfort, SC 23639",sydney,denmark,1971-09-23,2023-07-28,2025-10-24,Active ,
348,Joe Patton,Operations Manager,Webb Group,stephanie44@example.net,954.288.4712,"2216 Davis Wall Suite 582
Port Daniel, IN 28447", São Paulo,IRELAND,1970-09-05,2025-09-29,2025-12-06,Active ,122366.43
349,Rebecca Patton,Sales Representative,Torres Holdings,tgarcia@example.net,492.752.3622,"USCGC Valdez
FPO AA 95720",Sydney, Sweden ,1968-10-28,2024-12-21,2025-08-13,Suspended,198211.33
350,Mary Johnson,Financial Analyst,Cantu Ltd.,tmichael@example.com,(845)855-7469,"65274 Lori Flats Apt. 445
West Ronaldfurt, MD 73648", Stockholm, Germany,1983-01-24,2024-10-03,, Active ,282260.87
351,Gregory Gross,Sales Representative,Gonzalez Systems,christinaalexander@example.com,813-925-7970,"10548 Kim Haven Apt. 721
Tiffanychester, GU 20394", Paris , India ,1998-06-13,2025-03-06,2025-10-07,Active,407434.43
352,Patrick Edwards,Marketing Manager,Lawrence Systems,annagonzales@example.com,001-784-788-4021,"PSC 7325, Box 7375
APO AA 26582",Riyadh ,Sweden ,1988-10-30,2023-12-21,12/07/2025, Active,"920,570.95"
353,Crystal Burgess,Product Manager,Padilla Technologies,cassandra02@example.org,+1-266-767-0808x5096,"9511 Terri Tunnel Apt. 828
New Sandraborough, WV 10080",NEW YORK, Saudi Arabia,1993-03-19,2023-04-20,2025-09-23,Active,597411.68
354,Thomas Guerrero,CEO,Jordan Systems,steven25@example.org,(695)278-6069,"03562 Foley Prairie Suite 873
Patriciashire, FL 25253",SINGAPORE,Saudi Arabia,1993-07-03,2025-11-01,2025-12-13, Active ,293033.74
355,Daniel Adams,Marketing Specialist,Harris Technologies,craigferguson@example.org,001-528-551-5533x34264,"71607 Omar Mission
Rossborough, WI 50374",New York, Spain ,18 Jul 1984,2023-12-09,03/03/2024,ACTIVE,323414.05
356,Thomas Coleman,Consultant,Martinez Systems, WILLIAMLANE@EXAMPLE.NET ,523-517-9556,"Unit 8574 Box 8170
DPO AE 50312",MUMBAI, Saudi Arabia,1994-12-29,2024-08-14,09/11/2024,ACTIVE,162466.88
357,Jessica Shields,COO,Ross LLC,gomezsonya@example.org,(243)416-7045x02329,"700 Michelle Shore
Nathanchester, GU 21142",London, United Arab Emirates ,1976-03-02,2024-07-02,2025-07-13,Active ,"$323,527.96"
358,Jennifer Garcia,Data Analyst,Thompson PLC,judypatrick@example.org,(212)207-3465x495,"26086 Eric Bridge Suite 316
North Tanyamouth, MT 70850",dubai, Italy ,1977-03-16,2024-09-01,2025-11-23,Active,267784.8
359,Melissa Collins,Financial Analyst,,collinsterrance@example.com,(558)459-1779,"31164 John Glen
Lake Donna, MA 93622",amsterdam, India,2003-05-08,2023-08-29,2025-11-01, Inactive ,"$410,816.94"
360,Elizabeth Berger,Sales Representative,,kathleen25@example.com,(429)806-0320x203,"5396 Haney Motorway Suite 871
Dianahaven, MA 44705",Paris ,netherlands,2004-06-18,2025-05-26,2025-07-08,Inactive,"183,677.79 USD"
361,Emily Martinez,Accountant,Lopez Consulting,lindsay78@example.com,+1-315-384-1560x82137,"54768 Tammy Parkways Apt. 683
Port Erin, WI 02692",SÃO PAULO,SOUTH AFRICA,05/11/1965,12/19/2024,2025-09-18,Active ,471437.85
362,Jessica Alexander,Software Engineer,,annaschmidt@example.org,+1-458-538-2521,"963 Williams Locks
Peterhaven, MT 62962", Paris ,Singapore ,1978-07-23,01/07/2024,2025-12-10,suspended,958301.03
363,Andrea Francis,Project Manager,Taylor Ltd.,aaron48@example.net,439-891-0622x7236,"51342 Martinez Streets
East Scott, TX 36607", Oslo,Spain ,1992-11-22,2023-09-29,2024-06-11,INACTIVE,"USD 303,721.94"
364,Tammy Kerr,Accountant,Smith Technologies,meyeralexandria@example.net,+1-673-274-1897x215,"76927 Walker Cove Apt. 995
Port Melissa, NM 92460",singapore, Ireland,29 Oct 2002,"Oct 19, 2023",2025-06-02,Active ,434172.94
365,Angel Jennings,Accountant,Fisher LLC,grimesjoshua@example.net,001-944-585-6451x0173,"78996 Williams Coves Apt. 911
West Betty, VT 79643",Copenhagen,United Arab Emirates,"Apr 17, 1976",2025-04-05,"Dec 25, 2025",suspended,"USD 531,309.93"
366,Elizabeth Villa,Consultant,Long Inc.,reedkristin@example.com,001-280-766-0392,"74555 Joshua Tunnel Apt. 574
East Angela, VI 72233", Copenhagen ,Canada,1987-05-24,2023-07-10,2025-07-28,inactive,247495.0
367,Gabriel Torres,Accountant,Yang Solutions,kimberly27@example.org,859-583-5411x65972,"5752 Marcus Creek Apt. 948
Katherineside, HI 52663",oslo,Sweden,1985-12-06,2024-03-09,2025-07-29,Active ,383411.74
368,Andrea Garcia,Operations Manager,Jones Consulting,daviscarly@example.net,(342)758-5626x1499,"Unit 7038 Box 2407
DPO AE 91606", London , United Kingdom ,2003-10-22,2025-09-20,2025-12-30, Active,330649.67
369,Jason Oconnor,Marketing Manager,Sanchez Technologies,scottcain@example.org,5438097768,"964 Lara Greens Suite 553
Amberland, UT 18129",DUBAI,UNITED ARAB EMIRATES,1971-05-22,2023-02-03,2023-10-16, Active ,350940.96
370,Jeffrey Wright,HR Manager,Carey PLC,laurariley@example.org,978.951.9358x37490,"20878 Paula Neck Apt. 151
Ashleytown, VT 78847",SYDNEY,ITALY,1979-09-04,2023-09-28,25/07/2025,active,?
371,Richard Washington,Marketing Manager,Padilla LLC,valerielewis@example.com,284-753-9862x8950,"186 Jessica Gateway
Port Howard, SD 65378", London ,Ireland ,1991-05-01,2025-01-31,2025-12-30,ACTIVE,333419.63
372,Jennifer Garcia,Business Analyst,Rivera PLC,shahaudrey@example.net,(966)372-5214x5264,"35157 Alexandria Brooks Apt. 805
East Aaronhaven, AL 01111",Berlin,UNITED STATES,1971-08-23,2025-05-29,,active,464445.18
373,Barbara Yu,Consultant,Torres Consulting,michele23@example.net,+1-972-483-5129x592,"90814 Rodriguez Springs Apt. 982
South Jamesberg, RI 44724",NEW YORK, United States,2001-07-31,2024-04-08,2025-09-22,INACTIVE,"905,099.83 USD"
374,Melissa Wood,Business Analyst,Mcfarland Solutions,hbowers@example.net,+1-815-235-2373,"918 Elizabeth Islands Suite 834
Derekborough, LA 82596",Madrid ,IRELAND,1976-07-07,2023-09-28,2025-01-30,ACTIVE,"USD 641,451.96"
375,Emily Garcia,HR Manager,Graham LLC,henrytravis@example.com,+1-279-564-7408,"USNV Mcclain
FPO AP 75379", Paris,Ireland,1982-03-22,2024-10-03,2025-04-10, Inactive,1479519.19
376,Kenneth Taylor,CTO,Davidson Ltd.,fergusonbrandon@example.com,(335)980-6882x8503,"USNS Joseph
FPO AE 94090",Mumbai, United States,1965-08-08,2023-10-20,2023-12-30,active,191540.91
377,Reginald Key,Project Manager,Clark Holdings,williamspatrick@example.net,840-235-2635,"469 Harris Wells
Roberttown, MT 54717",Singapore ,brazil,1974-02-07,2024-03-12,2025-12-16,Inactive ,603574.31
378,Elizabeth Torres,Software Engineer,Kirby LLC,lisafreeman@example.net,4609723111,"46484 Foley Green Apt. 163
New Meghanborough, DC 68425",Mumbai , Ireland ,"May 29, 2004",2023-07-25,2023-12-16, Active ,372629.31
379,Kenneth Torres,Business Analyst,Harrison Ltd.,rodriguezbenjamin@example.com,(911)236-9572,"50902 Villarreal Glen
West Steven, MH 84929", Madrid,South Africa,05/22/1958,2024-05-22,2025-03-02,active,1517935.97
380,Sara Morris,Sales Manager,James Group,william32@example.net,657.407.1398,"11688 Christine Extension Suite 502
Lake Jesusfurt, AL 74256",cairo,BRAZIL,1958-06-27,2023-02-24,,Active,186128.24
381,Kyle Holland,Financial Analyst,Hughes Group,vincentkathleen@example.org,001-881-907-9649,"PSC 3794, Box 5772
APO AA 70815",RIYADH, Ireland ,1998-09-20,2023-04-22,07/03/2025,Active,182078.78
382,Wendy Johnson,Data Scientist,Walker Consulting,dana26@example.com,(550)864-2076,"66677 Farley Mountain Suite 556
Lake Alyssa, IA 28938",COPENHAGEN, Norway,17/07/1990,26-05-2023,2024-11-17,Active,215437.29
383,Elizabeth Davis,COO,Carroll Consulting, RACHEL86@EXAMPLE.COM ,+1-543-562-7187x4960,"686 Sherry Burg
South Ashley, HI 36325",sydney,saudi arabia,2003-10-29,"May 11, 2025",2025-08-13,Suspended ,74107.57
384,Aaron Lawson,Accountant,Becker Inc.,danielleandrews@example.org,(265)373-2759,"00515 Harris Drive
West Mary, MN 82189",Amsterdam ,united kingdom,2000-03-06,05/19/2023,2023-06-03,Suspended,226833.49
385,Stephanie Hill,CTO,Silva Solutions,talvarez@example.org,941-682-2261x8962,"27102 Kennedy Neck
Port Andrew, UT 47999",SINGAPORE,Singapore ,2001-03-30,03 Nov 2025,2025-11-22,Inactive ,192645.53
386,Jeremy Shaw,Business Analyst,Richards Systems,sethsmith@example.com,+1-595-751-5122x94621,"9709 Frey Lakes
Jamesview, NC 03573",Stockholm ,CANADA,1979-08-14,09/11/2023,2024-08-20, Active,364133.43
387,Joseph Sampson,Marketing Specialist,Bullock Ltd.,banksjackie@example.com,265.204.7158x029,"6604 Rogers Unions
Russellmouth, DC 45883",Toronto,Sweden ,1990-11-11,2024-10-31,20/05/2025, Inactive,
388,Emily Newton,Business Analyst,Tran PLC,fcampbell@example.com,+1-515-381-0213x12512,"059 Eric Road
Welchmouth, WY 87655", Singapore,germany,1960-10-23,2023-04-29,2024-01-05,Active,1218729.63
389,Jason Smith,Data Scientist,Martinez Group,,(811)706-3301,"3792 Roberts Springs
South Jacksontown, CO 23550",PARIS,United States ,2003-05-13,2023-12-26,2024-04-27,active,637491.8
390,Julie Meza,Marketing Manager,Baker Systems,hollywarner@example.org,825.632.6949,"3804 Webster Circles Apt. 175
New Katelynchester, CO 88848",copenhagen,France,1993-01-30,2025-11-25,2025-12-12,INACTIVE,218855.6
391,William Smith,IT Specialist,Moran LLC,rowlandemily@example.com,001-959-719-4575,"8339 Brad Knoll Suite 775
Fordmouth, NV 20513",Rome, Egypt,02-08-1962,02/03/2023,2025-01-17,ACTIVE,174749.66
392,Paul Foley,Consultant,,iherring@example.com,(826)950-6229x2310,"07624 Perez Oval Suite 662
Costaton, MI 14396", Cairo ,denmark,1958-11-26,2023-06-07,2024-10-28,Active,462472.98
393,Laurie Weeks,Accountant,Morris Ltd.,jfranklin@example.org,473.667.0425x49691,"259 Brown Mission Suite 633
Haleymouth, SC 62915",berlin,INDIA,1994-03-07,2025-01-23,2025-04-14,inactive,"USD 130,071.13"
394,Noah Reese,Data Scientist,Peters Systems,holly25@example.net,001-239-793-3797,"2951 Ford Stream
Carlfurt, WI 25821", Madrid ,United Kingdom ,"May 26, 1994",2023-01-06,"Apr 07, 2023", Active ,1181176.03
395,Andrea Brown,COO,Hill Ltd.,michaelstrickland@example.com,630.755.9782,"833 Kenneth Circle Apt. 884
Port Nicholas, UT 01931",SINGAPORE,Spain ,1970-03-27,2024-01-02,2024-02-08, Active ,748336.55
396,Rodney Hoffman,Marketing Specialist,Harris Holdings,anthony61@example.com,627.568.2975x147,"2925 David Ways Suite 875
West Marie, MS 72607",COPENHAGEN, Germany ,1956-11-14,2024-07-09,09/27/2024,active,235997.63
397,Justin Herring,Data Analyst,Hamilton Ltd., RANDALL59@EXAMPLE.ORG ,+1-445-399-0802x7112,"55516 Potter Park
Gardnerhaven, MT 84625", Dublin,CANADA,"Apr 28, 1994",2024-04-02,2025-09-13,Inactive,98795.35
398,Stephanie Oneill,COO,Neal Group,olsenshane@example.org,001-443-430-8003x70033,"6084 Johnson Station Suite 810
New Barry, IN 76881", Dubai,United States ,16/09/1979,2024-11-01,2024-12-16,ACTIVE,845523.01
399,Larry Arnold,Product Manager,Bailey Group,perkinsmicheal@example.org,(532)680-9448x5862,"6147 Sean Run Suite 321
South Lindaborough, ID 75239",MUMBAI,Saudi Arabia ,1991-09-04,2024-05-11,2025-08-30, Suspended ,"302,495.63"
400,Bethany Miller,Data Scientist,Evans Systems,oliviameyers@example.com,703.594.3804x032,"576 Samantha Neck Suite 319
North Melissaton, PR 01970",Singapore,UNITED STATES,2002-01-07,2024-05-17,2024-10-19,Active,779549.46
401,Ryan Simpson,Research Scientist,Conrad Inc.,sean92@example.org,2536365146,"2473 Samantha Summit
South Gregville, CO 95503",STOCKHOLM, Germany ,1967-02-17,2024-11-17,2024-11-18, Active,107355.46
402,Amber Snyder,Accountant,Kane Technologies,joseph97@example.org,,"473 Johnson Groves Apt. 370
Port Annachester, OH 92637", Toronto ,United Kingdom,1979-07-25,2023-05-03,2023-09-26, Suspended ,215439.95
403,Joshua Thompson,Product Manager,Hall Systems,mitchellchristopher@example.com,478.825.5882x556,"2786 Ali Corners Suite 255
Hayesside, VI 89674", Dubai ,canada,1963-09-04,2025-04-25,2025-10-22, Active,328953.14
404,Joseph Reid,Marketing Specialist,Williams Solutions,carolfernandez@example.net,(292)336-1618,"235 Wilson Street Suite 868
Robinsonstad, WA 53978", London,Singapore,1989-04-30,2023-06-03,2025-01-30,inactive,338705.55
405,Jeremy Martinez,Research Scientist,Travis Group,daniellechavez@example.net,001-330-581-7214x36438,"1321 Jon Crest
Duffyfurt, AL 91965", Oslo , Norway ,1984-11-27,2024-06-18,2025-05-07, Active ,239175.81
406,Eric Adkins,Marketing Specialist,Cooper PLC,jared69@example.net,399.807.0755x0476,"706 Sydney Trace Apt. 748
North Johnville, NH 50288",Berlin, France ,1992-04-30,"Oct 06, 2023","Dec 13, 2025",ACTIVE,506862.45
407,Christopher Bailey,COO,Allen Holdings,tjohnson@example.net,001-473-996-1029x08718,"049 Helen Overpass Apt. 742
West Carolynchester, DE 90522",COPENHAGEN, Netherlands ,1963-03-18,2025-04-12,2025-06-13,Active,"155,230.39 USD"
408,John Perez,HR Manager,Monroe LLC,timothywright@example.com,001-426-404-2359x73711,"7560 Reid Coves
Wellsview, NE 73545",São Paulo ,UNITED KINGDOM,1990-01-10,05/07/2023,2023-12-14,Active,296657.74
409,Stephen Perez,Financial Analyst,Jones Ltd.,bakerstacy@example.com,768.632.1021x9237,"618 Jesse Drive
Deanfurt, AL 49241",Copenhagen,IRELAND,25 Jul 1958,2023-07-06,2025-07-04,Active,"356,541.86"
410,Tammy Woods,Research Scientist,French Group,warrenjoseph@example.net,9429537337,"8812 Michaela Drive
South Williamland, OK 22092",dubai, South Africa,1967-09-25,2023-12-23,2024-01-24,Inactive ,469821.06
411,Sarah Espinoza,Project Manager,Molina Technologies,sharon46@example.org,001-860-456-0356x79327,"1690 Jones Corner Apt. 054
Campbellmouth, ME 70662",Berlin , United States ,1985-04-14,2023-07-28,2025-10-29, Active ,"539,355.62 USD"
